Gene name	Gene stable ID
MIR8081	ENSG00000277889
ADAM33	ENSG00000149451
RN7SKP77	ENSG00000200131
MT1X	ENSG00000187193
RNA5SP292	ENSG00000212276
OR2AD1P	ENSG00000227626
MTCO1P52	ENSG00000229760
BNIP3P32	ENSG00000268830
MTND2P24	ENSG00000231947
MAPK8IP2	ENSG00000008735
ZNF462	ENSG00000148143
MTND1P30	ENSG00000238047
SNHG32	ENSG00000226710
BNIP3P23	ENSG00000268335
MRPS36	ENSG00000278461
VPS52	ENSG00000223618
CDH12P4	ENSG00000273935
PPP1R18	ENSG00000229998
RING1	ENSG00000228520
RPL7AP23	ENSG00000241367
TNXB	ENSG00000233323
TUBB	ENSG00000235067
LY6G5C	ENSG00000228883
FLNA	ENSG00000196924
DPPA2P4	ENSG00000261429
VPS51P2	ENSG00000232097
AP1S2P1	ENSG00000226046
SPATA12	ENSG00000186451
LY6G6C	ENSG00000228859
CRYM	ENSG00000103316
MIEN1	ENSG00000141741
RPS3AP26	ENSG00000214389
TNF	ENSG00000228321
ZNF430	ENSG00000118620
HLA-W	ENSG00000230915
RPP21	ENSG00000243009
LY6G6E	ENSG00000236210
PMCHL2	ENSG00000290572
PON3	ENSG00000105852
LY6G6C	ENSG00000235452
GTF2H4	ENSG00000236895
VPS51P4	ENSG00000239383
DDAH2	ENSG00000233076
PRICKLE2-AS3	ENSG00000226017
POLR1HASP	ENSG00000225618
TRIM26	ENSG00000230230
NSD3	ENSG00000147548
TMPOP1	ENSG00000236369
C2	ENSG00000204364
MDC1	ENSG00000225589
RPL30P3	ENSG00000223640
TRIM10	ENSG00000237192
TM9SF1	ENSG00000100926
ABHD5	ENSG00000011198
LINC02973	ENSG00000272002
ETF1P1	ENSG00000232141
KRT18P40	ENSG00000269012
LINC00298	ENSG00000235665
PFDN6	ENSG00000237335
ZNF676	ENSG00000196109
TRIM15	ENSG00000235960
TAPBP	ENSG00000112493
RPL23AP1	ENSG00000240845
SLC6A4	ENSG00000108576
GTF2H4	ENSG00000226384
ARSA	ENSG00000100299
RNASEH1	ENSG00000171865
LINC01015	ENSG00000225426
ZNF91	ENSG00000167232
RPL13P	ENSG00000273286
LY6G6F-LY6G6D	ENSG00000258635
RPL15P4	ENSG00000229535
SUMO2P1	ENSG00000228130
PSORS1C2	ENSG00000232127
HCG4	ENSG00000226379
MCCD1P2	ENSG00000231745
NOP56P1	ENSG00000230511
MCCD1	ENSG00000238238
NELFE	ENSG00000231044
VARS1	ENSG00000096171
NOTCH4	ENSG00000232339
RPL7AP44	ENSG00000231562
SOAT2	ENSG00000167780
SAR1AP1	ENSG00000227529
RNU2-46P	ENSG00000252847
MDC1	ENSG00000228575
RNA5SP289	ENSG00000199202
PARK7P2	ENSG00000237631
OR2H2	ENSG00000229185
MAS1LP1	ENSG00000224444
LINC03003	ENSG00000235273
IGSF6	ENSG00000140749
C6orf15	ENSG00000229432
RPL23AP1	ENSG00000241880
MUC22	ENSG00000234461
OR12D1	ENSG00000249030
LINC03003	ENSG00000232469
MCCD1	ENSG00000226923
HLA-H	ENSG00000227669
BNIP3P36	ENSG00000271661
PTMAP1	ENSG00000225453
Y_RNA	ENSG00000201938
PPIAP9	ENSG00000231118
SAPCD1	ENSG00000229176
MCCD1P1	ENSG00000230357
EIF4BP3	ENSG00000224546
LINC01623	ENSG00000225604
SNX18	ENSG00000178996
TRIM31-AS1	ENSG00000232510
RPL36AP35	ENSG00000231810
OR2H1	ENSG00000224395
RPS18	ENSG00000223367
ACTL7B	ENSG00000148156
SERPINE1	ENSG00000106366
RPL32P1	ENSG00000228579
ACTL7A	ENSG00000187003
GPANK1	ENSG00000236011
DDX39BP2	ENSG00000224362
RNU6-1005P	ENSG00000207248
RNU6-196P	ENSG00000207042
HLA-H	ENSG00000223463
LINC01115	ENSG00000272342
CYP4F3	ENSG00000186529
TRIM39	ENSG00000232839
LST1	ENSG00000231048
FBXO5	ENSG00000112029
RPL7AP7	ENSG00000233462
UQCRC2	ENSG00000140740
APOM	ENSG00000224290
RGL2	ENSG00000224841
RPL21P74	ENSG00000237551
MTND1P2	ENSG00000235646
CPXM2	ENSG00000121898
VSTM2A-OT1	ENSG00000224223
LINC01874	ENSG00000223985
PPIL4	ENSG00000131013
RPS12P6	ENSG00000240752
SUDS3P1	ENSG00000281351
HINT1P2	ENSG00000271159
HNRNPA3P7	ENSG00000253119
STEAP2-AS1	ENSG00000227646
HLA-P	ENSG00000261814
HCG4	ENSG00000235317
PROP1	ENSG00000274382
HSPA1A	ENSG00000234475
THG1L	ENSG00000113272
SFMBT1	ENSG00000163935
ELP1	ENSG00000070061
PON1	ENSG00000005421
TNXB	ENSG00000231608
OR2H4P	ENSG00000231919
HLA-E	ENSG00000233904
CFB	ENSG00000204359
TMEM18	ENSG00000151353
RPS18	ENSG00000235650
TSSK4	ENSG00000139908
DAPP1	ENSG00000070190
GPR53P	ENSG00000225274
HLA-F	ENSG00000137403
RPL3P2	ENSG00000229430
DDAH2	ENSG00000227317
DDR1	ENSG00000234078
HSPA1B	ENSG00000231555
PRRT1	ENSG00000225141
ERMARD	ENSG00000130023
DDR1	ENSG00000137332
RPL13P	ENSG00000224158
CSNK2B	ENSG00000230700
LINC02103	ENSG00000249785
CHMP4A	ENSG00000254505
OR12D3	ENSG00000224487
SLC12A5	ENSG00000124140
HLA-K	ENSG00000232816
SFTA2	ENSG00000230072
SLC39A7	ENSG00000229802
OR12D2	ENSG00000233481
SLC44A4	ENSG00000203463
MTCO1P24	ENSG00000249448
GTF2H4	ENSG00000233149
GPR158	ENSG00000151025
DUSP6	ENSG00000139318
RPS3AP19	ENSG00000244004
MICB	ENSG00000224378
RPS7	ENSG00000171863
PELO	ENSG00000152684
RPL21P52	ENSG00000242431
PRR3	ENSG00000223887
VPS52	ENSG00000225590
PCDH10	ENSG00000138650
VARS2	ENSG00000223494
C6orf47-AS1	ENSG00000227665
HLA-DMA	ENSG00000241394
CSNKA2IP	ENSG00000283434
HGF	ENSG00000019991
JAKMIP2	ENSG00000176049
TRIM27	ENSG00000237071
DDX39BP1	ENSG00000228891
TRIM26	ENSG00000226060
OR14J1	ENSG00000225291
HLA-DQB2	ENSG00000224305
HLA-DPB1	ENSG00000229295
METTL25	ENSG00000127720
PPIAP31	ENSG00000217094
PROS2P	ENSG00000189002
HLA-DOA	ENSG00000235744
SKIC2	ENSG00000225737
THAP9-AS1	ENSG00000251022
TCEAL8P1	ENSG00000271174
TUBB	ENSG00000232575
HCG15	ENSG00000235405
MDP1	ENSG00000213920
CCHCR1	ENSG00000206355
HCG15	ENSG00000233035
MPIG6B	ENSG00000228090
MMS19	ENSG00000155229
TMEM191C	ENSG00000206140
MAPKAPK3	ENSG00000114738
CCNYL6	ENSG00000269845
OR2J2	ENSG00000231676
ZNF70P1	ENSG00000236910
HCG9	ENSG00000227647
VN1R90P	ENSG00000268794
STK19	ENSG00000234947
RAD54L2P1	ENSG00000269316
PPP1R2P1	ENSG00000236488
RN7SKP117	ENSG00000276134
BTNL2	ENSG00000225412
MOG	ENSG00000234623
PAIP1P1	ENSG00000228199
SLC39A7	ENSG00000226614
UBDP1	ENSG00000226365
MDC1-AS1	ENSG00000224508
HNRNPA1P2	ENSG00000231275
MSL1	ENSG00000188895
CFB	ENSG00000239754
NEDD8-MDP1	ENSG00000255526
PBX2	ENSG00000232005
BRD2	ENSG00000230678
RPL7P42	ENSG00000241825
HCG4B	ENSG00000226563
GPSM3	ENSG00000236697
ELK3	ENSG00000111145
MSGN1	ENSG00000151379
HLA-DPA2	ENSG00000235528
HLA-DRB9	ENSG00000227526
COL11A2	ENSG00000223699
HLA-DPA1	ENSG00000229685
AIF1	ENSG00000237727
MAPRE1P2	ENSG00000250076
UBQLN1P1	ENSG00000232095
HERC3	ENSG00000287542
HLA-DMA	ENSG00000243719
AIF1	ENSG00000234836
NEDD8	ENSG00000129559
RAB36	ENSG00000100228
RNF150	ENSG00000170153
SKIC2	ENSG00000223493
LINC01858	ENSG00000261615
C4B-AS1	ENSG00000223747
TPRKBP2	ENSG00000260452
SLC44A4	ENSG00000231479
HLA-B	ENSG00000224608
RNY1P10	ENSG00000200138
GAPDHP35	ENSG00000250982
SMC6	ENSG00000163029
SBK1	ENSG00000188322
ZNF675	ENSG00000197372
ANO4	ENSG00000151572
STK19B	ENSG00000249480
TGM1	ENSG00000092295
ATP6V1G2	ENSG00000226850
RGL2	ENSG00000237825
OR2H1	ENSG00000235132
MRPS18B	ENSG00000226111
RPS20P22	ENSG00000239218
RPL10AP6	ENSG00000226360
LINC03042	ENSG00000196166
MIR6862-1	ENSG00000275429
CDC37P2	ENSG00000261089
C6orf47	ENSG00000235360
ZDHHC20P2	ENSG00000226732
RPL23AP1	ENSG00000242039
VGLL3	ENSG00000206538
LY6G5B	ENSG00000241713
HLA-DQB3	ENSG00000228684
RING1	ENSG00000235107
HLA-DPA2	ENSG00000223990
HCG9P5	ENSG00000228900
TRIM31	ENSG00000226402
OR2AD1P	ENSG00000232781
RNF5P1	ENSG00000253570
HLA-DQA1	ENSG00000236418
CCHCR1	ENSG00000223533
Y_RNA	ENSG00000207258
SLC25A51P1	ENSG00000281567
ADH5P4	ENSG00000277364
RHOD	ENSG00000173156
C8orf17	ENSG00000250733
MIR1205	ENSG00000221771
RNVU1-32	ENSG00000207110
C2	ENSG00000235017
MIR1206	ENSG00000283200
CDRT15P2	ENSG00000227255
H1-0	ENSG00000189060
RARA-AS1	ENSG00000265666
CLDN5	ENSG00000184113
RNU4-25P	ENSG00000222501
MIR1207	ENSG00000221176
LINC02912	ENSG00000280055
BTNL2	ENSG00000229741
LINC02267	ENSG00000248510
LINC00208	ENSG00000170983
FAM227A	ENSG00000184949
TM6SF2	ENSG00000213996
UGT2B26P	ENSG00000250919
GBE1	ENSG00000114480
TMEM183AP1	ENSG00000232189
HLA-K	ENSG00000232708
SUB1P1	ENSG00000227203
SFTA2	ENSG00000225454
HCG4P8	ENSG00000231430
ATAT1	ENSG00000235658
PTMAP1	ENSG00000237156
RARA	ENSG00000131759
NELFE	ENSG00000206268
LINC02711	ENSG00000255183
RNA5SP264	ENSG00000199985
SCARNA9	ENSG00000254911
TPT1P8	ENSG00000219491
AKTIPP3	ENSG00000255376
LINC02886	ENSG00000253712
LINC02429	ENSG00000251266
HIGD1AP6	ENSG00000253229
PKMP4	ENSG00000254023
IL27	ENSG00000197272
CASC9	ENSG00000249395
RAB39A	ENSG00000179331
RING1	ENSG00000226788
ZC2HC1B	ENSG00000118491
NFKBIL1	ENSG00000234530
ZNF330	ENSG00000109445
UQCRHP1	ENSG00000232683
DHRS1	ENSG00000157379
HLA-DRB9	ENSG00000234164
HLA-F	ENSG00000235220
TMPOP1	ENSG00000223933
TRIM10	ENSG00000235025
HCG24	ENSG00000237196
B3GALT4	ENSG00000226936
CCN4	ENSG00000104415
OR2J4P	ENSG00000226610
PSMB8-AS1	ENSG00000231591
CDSN	ENSG00000137197
DDR1-DT	ENSG00000224360
SGF29	ENSG00000176476
PRRC2A	ENSG00000225164
OR2U2P	ENSG00000249415
RPL17P17	ENSG00000223409
HCG4P8	ENSG00000224801
MAS1L	ENSG00000228377
CFAP20DC-DT	ENSG00000243295
MICB	ENSG00000231372
EMC7	ENSG00000134153
SUGP2	ENSG00000064607
HTATSF1P1	ENSG00000230012
OR2P1P	ENSG00000237608
FKBPL	ENSG00000224200
MICA	ENSG00000235233
TCF19	ENSG00000233890
RIMBP3C	ENSG00000183246
C22orf31	ENSG00000100249
MTCO2P6	ENSG00000240951
HNRNPA3P8	ENSG00000239699
HCG21	ENSG00000235747
HMGB1P38	ENSG00000243877
OR10C1	ENSG00000224234
OR2J3	ENSG00000229866
OR2U1P	ENSG00000233168
MED17	ENSG00000042429
TNF	ENSG00000228849
RNA5SP493	ENSG00000200985
DAXX	ENSG00000227046
SAPCD1-AS1	ENSG00000227856
LINC02570	ENSG00000231733
HLA-C	ENSG00000237022
LY6G5B	ENSG00000244672
PPM1F	ENSG00000100034
OR2U2P	ENSG00000234351
HCG9	ENSG00000234313
RPL32P20	ENSG00000243537
DOCK3	ENSG00000088538
GINM1	ENSG00000055211
SAR1AP1	ENSG00000229179
DPPA3P7	ENSG00000253638
ZNF311	ENSG00000235178
CYP11B1	ENSG00000160882
OR2J1	ENSG00000234804
TRIM40	ENSG00000227458
TSBP1-AS1	ENSG00000225834
TUBB	ENSG00000227739
RRBP1	ENSG00000125844
SAMD5	ENSG00000203727
RNF39	ENSG00000235022
LINC02570	ENSG00000231854
RNF5	ENSG00000228907
WDR46	ENSG00000204221
CFB	ENSG00000241534
PSORS1C2	ENSG00000234605
OR2J1	ENSG00000225441
UBQLN1P1	ENSG00000231659
RPL32P2	ENSG00000243094
MSH5	ENSG00000230961
PGBD4	ENSG00000182405
TRIM31-AS1	ENSG00000238027
PSMB1	ENSG00000008018
PPP1R18	ENSG00000231247
KATNBL1	ENSG00000134152
PLA2G10DP	ENSG00000261419
CDC37P1	ENSG00000259982
GPANK1	ENSG00000233210
HSD17B8	ENSG00000228712
MIR6862-2	ENSG00000278340
PLA2G10KP	ENSG00000278528
HLA-S	ENSG00000228179
NOP9	ENSG00000196943
POU5F1	ENSG00000230336
C4B	ENSG00000228267
LINC01085	ENSG00000248698
AGPAT1	ENSG00000227642
POLR2LP1	ENSG00000232007
TUFM	ENSG00000178952
GABBR1	ENSG00000237112
SLC2A12	ENSG00000146411
LHFPL2	ENSG00000145685
RPL31P29	ENSG00000231316
MICE	ENSG00000250154
TAAR7P	ENSG00000235998
GNL1	ENSG00000232143
ULBP1	ENSG00000111981
LINC02569	ENSG00000223827
LINC01149	ENSG00000234858
HERC3	ENSG00000138641
LINC02570	ENSG00000231522
NRM	ENSG00000228867
LYPLA2P1	ENSG00000232639
PPM1F-AS1	ENSG00000224086
ABHD16A	ENSG00000235676
FGD6	ENSG00000180263
HLA-DRB9	ENSG00000237591
SOBP	ENSG00000112320
HLA-DOB	ENSG00000243496
POLR1H	ENSG00000235176
TOP3B	ENSG00000100038
DHX16	ENSG00000233418
STK10	ENSG00000072786
EGFL8	ENSG00000243897
OR4F7P	ENSG00000217874
HCG24	ENSG00000230134
CDSN	ENSG00000237123
RNF5	ENSG00000228405
HCG22	ENSG00000229501
HLA-N	ENSG00000227334
DDX39BP1	ENSG00000225926
PSMB8	ENSG00000235715
TAP2	ENSG00000223481
HLA-DQB1	ENSG00000225824
MCCD1P2	ENSG00000231719
HLA-DRA	ENSG00000227993
LY6G6E	ENSG00000237482
RPL15P4	ENSG00000230211
WDR27	ENSG00000184465
HCG20	ENSG00000228762
TSBP1	ENSG00000226892
COL11A2	ENSG00000227801
C6orf47-AS1	ENSG00000233169
PSORS1C3	ENSG00000226422
HLA-DQA2	ENSG00000231823
PSMB8	ENSG00000236443
TTI2	ENSG00000129696
PHKG1P1	ENSG00000226075
MIR4721	ENSG00000283845
TRIM27	ENSG00000237462
LTB4R2	ENSG00000213906
MTATP6P18	ENSG00000227035
RABEP2	ENSG00000177548
PRRC2A	ENSG00000231370
PRICKLE2-AS1	ENSG00000241111
HLA-F-AS1	ENSG00000226378
ICE2P2	ENSG00000242705
ZNRF2	ENSG00000180233
ID2B	ENSG00000237456
CDSN	ENSG00000237114
TRIM15	ENSG00000233599
EIPR1-IT1	ENSG00000224885
RPEP2	ENSG00000234158
LST1	ENSG00000226182
LINC01115	ENSG00000237667
LTB4R	ENSG00000213903
BNIP3P35	ENSG00000271655
HLA-DPA3	ENSG00000234372
ABCF1	ENSG00000231129
DYNLL1P7	ENSG00000230614
MYL12BP3	ENSG00000229342
BNIP3P8	ENSG00000269431
EHMT2	ENSG00000227333
DGAT2L7P	ENSG00000205267
RPL34P33	ENSG00000241282
MTND2P4	ENSG00000230252
NCOR1P3	ENSG00000233601
EMC4	ENSG00000128463
LINC01859	ENSG00000261558
RIPK3	ENSG00000129465
HS1BP3-IT1	ENSG00000231948
NEU1	ENSG00000223957
FRMD4B	ENSG00000114541
LINC02510	ENSG00000250341
FAM133B	ENSG00000234545
LRATD1	ENSG00000162981
COL11A2P1	ENSG00000230816
DDX39B-AS1	ENSG00000232256
PAIP1P1	ENSG00000226175
SFTA2	ENSG00000224246
MTCO3P1	ENSG00000237145
APOM	ENSG00000231974
BTNL2	ENSG00000224770
WASF5P	ENSG00000229103
PCGF7P	ENSG00000268140
ZFP57	ENSG00000232099
OR14J1	ENSG00000237777
PCBD2	ENSG00000132570
UBQLN1P1	ENSG00000232473
ATP6V1G2	ENSG00000227587
HCG17	ENSG00000241053
CDC42EP3P1	ENSG00000268992
GATB	ENSG00000059691
HLA-DRB4	ENSG00000227826
PDE7A	ENSG00000205268
RXRB	ENSG00000228333
RNF39	ENSG00000237733
MSH5-SAPCD1	ENSG00000254405
USP8P1	ENSG00000229265
BNIP3P31	ENSG00000270191
HLA-DMB	ENSG00000239329
SNORD3B-2	ENSG00000262074
LSM2	ENSG00000231502
RPL7AP10	ENSG00000240522
CCR7	ENSG00000126353
PBX2	ENSG00000237344
NFKBIL1	ENSG00000227565
ZNF70P1	ENSG00000229394
RPL7P4	ENSG00000233091
IER3	ENSG00000227231
HCG20	ENSG00000224641
U6	ENSG00000283290
ZBTB12	ENSG00000234852
RPL3P2	ENSG00000237448
NRM	ENSG00000235773
PPIAP9	ENSG00000229216
RPL7AP7	ENSG00000227030
MICC	ENSG00000229651
DHFRP2	ENSG00000233604
PPT2	ENSG00000228116
MEF2B	ENSG00000213999
KRT8P34	ENSG00000264663
Y_RNA	ENSG00000265323
ASAP2	ENSG00000151693
LINC02820	ENSG00000258815
Y_RNA	ENSG00000264495
ZNF70P1	ENSG00000230949
PNMT	ENSG00000141744
SNORD117	ENSG00000265116
SNORD84	ENSG00000265325
PSMB9	ENSG00000243067
Y_RNA	ENSG00000264915
SNORA38	ENSG00000266847
SNORD32B	ENSG00000265663
ACSL6-AS1	ENSG00000223548
Y_RNA	ENSG00000266747
Y_RNA	ENSG00000265159
Y_RNA	ENSG00000207091
MDC1-AS1	ENSG00000236766
HLA-V	ENSG00000224736
ACTG1P15	ENSG00000259904
HTATSF1P1	ENSG00000237536
HLA-V	ENSG00000290328
MIR1233-1	ENSG00000221649
C6orf47-AS1	ENSG00000235516
MTMR12	ENSG00000150712
HLA-DRB1	ENSG00000206240
NFATC4	ENSG00000100968
HCG20	ENSG00000224923
HLA-L	ENSG00000239618
OR2G1P	ENSG00000224990
CSNK2B	ENSG00000228875
HLA-L	ENSG00000290349
CARMAL	ENSG00000260123
ATAT1	ENSG00000229061
HLA-DPB2	ENSG00000233584
TPST1	ENSG00000169902
HCG22	ENSG00000290356
HLA-J	ENSG00000223439
CD19	ENSG00000177455
ABHD2	ENSG00000140526
GSDMA	ENSG00000167914
HLA-DPA3	ENSG00000227936
GPX5	ENSG00000257770
GPX6	ENSG00000281185
DDX39BP2	ENSG00000228458
HEPHL1	ENSG00000181333
Y_RNA	ENSG00000263876
HSD17B8	ENSG00000225312
SNORD32B	ENSG00000266672
Y_RNA	ENSG00000266119
NFKBIL1	ENSG00000236196
Y_RNA	ENSG00000266759
Y_RNA	ENSG00000266178
PHACTR2-AS1	ENSG00000235740
SNORD117	ENSG00000263359
SNORD84	ENSG00000265607
RNU1-116P	ENSG00000264259
SNORA38	ENSG00000263879
Y_RNA	ENSG00000264846
WBP1LP8	ENSG00000273640
Y_RNA	ENSG00000266781
CYP21A2	ENSG00000232414
RNU1-79P	ENSG00000265223
RPL10P10	ENSG00000216347
SNORD48	ENSG00000264202
SNORD52	ENSG00000263362
AK4P5	ENSG00000217377
Y_RNA	ENSG00000264955
CCHCR1	ENSG00000234114
ZDHHC14	ENSG00000175048
DDX6P1	ENSG00000228197
MSH5-SAPCD1	ENSG00000266027
TUFMP1	ENSG00000265646
C4A-AS1	ENSG00000232565
UBD	ENSG00000231968
HCG18	ENSG00000224705
TCF19	ENSG00000224379
ORMDL3	ENSG00000172057
VSTM5	ENSG00000214376
POU5F1	ENSG00000233911
MICD	ENSG00000226713
PSORS1C3	ENSG00000223364
HCG27	ENSG00000232758
VARS2	ENSG00000230985
ASNS	ENSG00000070669
SGK2	ENSG00000101049
HLA-C	ENSG00000233841
TRIM49	ENSG00000168930
OR2W1	ENSG00000226463
MYBPC1	ENSG00000196091
NOP56P1	ENSG00000272603
OR14J1	ENSG00000236927
TRIM27	ENSG00000234495
USP8P1	ENSG00000233486
RPL3P2	ENSG00000228461
WASF5P	ENSG00000231433
DHFRP2	ENSG00000230016
ZDHHC20P2	ENSG00000232659
HLA-S	ENSG00000225145
HLA-N	ENSG00000230509
DDR1-DT	ENSG00000236492
SUCLA2P1	ENSG00000231157
MICA	ENSG00000233051
HCG14	ENSG00000234411
FLOT1	ENSG00000206379
RPL13P	ENSG00000272613
SETP6	ENSG00000241319
ZNF311	ENSG00000225351
LINC01623	ENSG00000272857
CDK8P1	ENSG00000230044
LINC01015	ENSG00000235788
OR2B3	ENSG00000233054
MTDHP4	ENSG00000268535
HCG22	ENSG00000228147
GTF2IP6	ENSG00000266736
ZNF431	ENSG00000196705
HLA-B	ENSG00000223532
PIK3CDP1	ENSG00000231610
GTF2F2P1	ENSG00000251254
LST1	ENSG00000235915
WDR35-DT	ENSG00000227210
RPS23P2	ENSG00000213448
TNS4	ENSG00000131746
PES1P1	ENSG00000248191
SPAG1	ENSG00000104450
SUMO2P1	ENSG00000229210
OR2J2	ENSG00000232945
SERF1AP1	ENSG00000250813
RAB38	ENSG00000123892
USP8P1	ENSG00000236374
RNU7-195P	ENSG00000239151
WDR46	ENSG00000226916
HMGB1P8	ENSG00000259699
LINC00588	ENSG00000282106
HCG22	ENSG00000290340
NFATC2IP-AS1	ENSG00000260853
LINC00616	ENSG00000248307
NTSR2	ENSG00000169006
LINC01606	ENSG00000282395
HLA-L	ENSG00000243492
RLBP1	ENSG00000140522
MIR4517	ENSG00000284541
HLA-L	ENSG00000290365
HNRNPA1P12	ENSG00000220157
HLA-V	ENSG00000230238
HLA-V	ENSG00000290380
HMGB1P17	ENSG00000217482
IGLVI-70	ENSG00000253239
HLA-DPB2	ENSG00000225132
DPYSL3	ENSG00000113657
LTB	ENSG00000236925
HLA-J	ENSG00000228220
IGLV4-69	ENSG00000211637
LINC00954	ENSG00000228784
SPNS1	ENSG00000169682
ENO4	ENSG00000188316
GAL	ENSG00000069482
STK19	ENSG00000226257
IGLVI-68	ENSG00000254355
OR2J3	ENSG00000226271
HLA-H	ENSG00000231904
IGLV10-54	ENSG00000211642
MICB	ENSG00000231179
CADPS	ENSG00000163618
IGLV10-67	ENSG00000253794
BNIP3P30	ENSG00000268079
OR2U2P	ENSG00000230754
PDE7B	ENSG00000171408
IGLVIV-66-1	ENSG00000253874
TRIM10	ENSG00000237703
IGLVV-66	ENSG00000254075
CLTRN	ENSG00000147003
IGLVIV-65	ENSG00000254161
COPRS	ENSG00000172301
IGLVIV-64	ENSG00000253242
MICG	ENSG00000235714
IGLVI-63	ENSG00000253752
IGLV1-62	ENSG00000253823
RNF39	ENSG00000236967
COL11A2P1	ENSG00000232802
ERVK-28	ENSG00000267696
IGLV8-61	ENSG00000211638
ZNF90P2	ENSG00000236614
HLA-A	ENSG00000235657
MUC21	ENSG00000231350
BNIP3P33	ENSG00000268717
ABHD17AP5	ENSG00000263366
HCG15	ENSG00000224642
IGLV4-60	ENSG00000211639
MIR6766	ENSG00000275101
TRIM31-AS1	ENSG00000235722
POLG-DT	ENSG00000261441
TNF	ENSG00000228978
RPS25P3	ENSG00000233416
SOCS2P2	ENSG00000224465
OR11A1	ENSG00000232289
IGLVIV-59	ENSG00000254308
IGLVV-58	ENSG00000253637
BNIP3P20	ENSG00000271704
MIR9-3	ENSG00000284329
BMP6P1	ENSG00000236323
WTAPP1	ENSG00000255282
RPL10	ENSG00000147403
IGLV6-57	ENSG00000211640
LINC01233	ENSG00000269364
LINC02646	ENSG00000236303
IFITM4P	ENSG00000228102
MOG	ENSG00000234096
TRIM10	ENSG00000227472
IGLVI-56	ENSG00000253126
VN1R91P	ENSG00000268148
IGLV11-55	ENSG00000211641
BNIP3P29	ENSG00000269742
IGLVIV-53	ENSG00000253935
DDX39B-AS1	ENSG00000236019
NHLRC2	ENSG00000196865
TOP3BP1	ENSG00000228050
OR2H2	ENSG00000229680
ZNF98	ENSG00000197360
SLC35F2	ENSG00000110660
VPREB1	ENSG00000169575
HLA-T	ENSG00000229293
PSORS1C3	ENSG00000231450
C6orf15	ENSG00000225543
SRSF6P2	ENSG00000235554
CACYBPP3	ENSG00000219188
LTA	ENSG00000223919
STMN2	ENSG00000104435
TULP4	ENSG00000130338
LY6G5C	ENSG00000226404
HADHA	ENSG00000084754
AOC3	ENSG00000131471
BMS1P20	ENSG00000272779
LINC03003	ENSG00000226799
ZFP57	ENSG00000227858
ZNF708	ENSG00000182141
IGLV5-52	ENSG00000211643
OR2H5P	ENSG00000229469
OR5V1	ENSG00000242289
MCCD1	ENSG00000231975
GPR53P	ENSG00000227576
IGLV1-51	ENSG00000211644
SLC12A6	ENSG00000140199
PPP1R10	ENSG00000227804
EMX2	ENSG00000170370
OR2J2	ENSG00000225550
TMEM183AP1	ENSG00000225305
HLA-DRB9	ENSG00000227384
MSH5-SAPCD1	ENSG00000264619
IGLV1-50	ENSG00000211645
KAT14	ENSG00000149474
ASH2LP3	ENSG00000225724
IGLV9-49	ENSG00000223350
ZDHHC20P1	ENSG00000238053
HLA-DPB2	ENSG00000225429
TNXA	ENSG00000248352
IGLV5-48	ENSG00000211647
HLA-G	ENSG00000276051
C4A	ENSG00000244207
IGLV1-47	ENSG00000211648
RTKN2	ENSG00000182010
ASH2LP2	ENSG00000237428
IGLV7-46	ENSG00000211649
IGLV5-45	ENSG00000211650
BNIP3P22	ENSG00000268174
MTDHP5	ENSG00000269575
G6PC1	ENSG00000131482
RPL32P1	ENSG00000231580
IGLV1-44	ENSG00000211651
OR2J1	ENSG00000234305
DDX39BP1	ENSG00000235697
STPG2-AS1	ENSG00000251620
IGLV7-43	ENSG00000211652
HCG4P8	ENSG00000277480
LSM11	ENSG00000155858
LINC00824	ENSG00000282114
DHX16	ENSG00000227222
BNIP3P40	ENSG00000268058
IGLVI-42	ENSG00000254175
IGLVVII-41-1	ENSG00000254073
LINC02756	ENSG00000255332
IGLV1-41	ENSG00000253818
IGLV1-40	ENSG00000211653
VN1R85P	ENSG00000269345
HLA-K	ENSG00000233964
ASH2LP1	ENSG00000224144
R3HDM2P1	ENSG00000248735
IGLVI-38	ENSG00000253889
EFCAB9	ENSG00000214360
MPIG6B	ENSG00000224393
OR2N1P	ENSG00000229040
IGLV5-37	ENSG00000211654
HSPA1B	ENSG00000232804
CDRT15P11	ENSG00000251345
ANKRD20A17P	ENSG00000251056
IGLV1-36	ENSG00000211655
ZNF92P2	ENSG00000269505
GABBR1	ENSG00000232569
BNIP3P38	ENSG00000268469
IGLV7-35	ENSG00000253631
ZNF730	ENSG00000183850
RBM46	ENSG00000151962
CCDC157	ENSG00000187860
OPALIN	ENSG00000197430
RELT	ENSG00000054967
LY6L	ENSG00000282693
AFF4	ENSG00000072364
NEIL2	ENSG00000154328
RPL17P24	ENSG00000237593
LY6H	ENSG00000274488
HNRNPA1P2	ENSG00000230209
RPL23AP46	ENSG00000213122
ZNF849P	ENSG00000198153
TRIM31	ENSG00000233573
IPO5P1	ENSG00000269837
LINC02904	ENSG00000278812
SMC1A	ENSG00000072501
CTAGE13P	ENSG00000230711
HAPLN4	ENSG00000187664
PPP1R18	ENSG00000234000
PEG10	ENSG00000242265
PHF10	ENSG00000130024
HLA-DOB	ENSG00000243612
LY6E	ENSG00000278032
TAPBP	ENSG00000236490
OR2H2	ENSG00000224319
RPL34P34	ENSG00000236312
HCG17	ENSG00000236729
